test_case_id,latency_seconds
1,0.0611879825592041
1,0.06348991394042969
1,0.0670621395111084
1,0.06961774826049805
1,0.06592321395874023
1,0.07048892974853516
1,0.06884193420410156
1,0.07408523559570312
1,0.0729360580444336
1,0.0708611011505127
1,0.07535290718078613
1,0.0649871826171875
1,0.06595802307128906
1,0.061479806900024414
1,0.06958699226379395
1,0.06526374816894531
1,0.07709312438964844
1,0.060430049896240234
1,0.06761884689331055
1,0.06855177879333496
1,0.0621337890625
1,0.06699204444885254
1,0.09463000297546387
1,0.0681159496307373
1,0.06590509414672852
1,0.06702113151550293
1,0.067291259765625
1,0.07033109664916992
1,0.06489109992980957
1,0.061675071716308594
1,0.06454992294311523
1,0.05811190605163574
1,0.0652928352355957
1,0.06630611419677734
1,0.06551599502563477
1,0.06753993034362793
1,0.12501811981201172
1,0.06133699417114258
1,0.06251382827758789
1,0.06441903114318848
1,0.06345582008361816
1,0.061041831970214844
1,0.0651090145111084
1,0.07643008232116699
1,0.06612896919250488
1,0.06923699378967285
1,0.06085824966430664
1,0.06551766395568848
1,0.06162309646606445
1,0.08260488510131836
1,0.10822510719299316
1,0.07162213325500488
1,0.06476974487304688
1,0.06700277328491211
1,0.06384110450744629
1,0.07366299629211426
1,0.06661701202392578
1,0.06830620765686035
1,0.06464195251464844
1,0.06537604331970215
1,0.06763887405395508
1,0.06453704833984375
1,0.05938220024108887
1,0.06521797180175781
1,0.06508111953735352
1,0.06443500518798828
1,0.09294986724853516
1,0.06931805610656738
1,0.06850218772888184
1,0.06928396224975586
1,0.07039380073547363
1,0.06077909469604492
1,0.06155967712402344
1,0.06202387809753418
1,0.06344723701477051
1,0.06191730499267578
1,0.06736111640930176
1,0.06088519096374512
1,0.09136509895324707
1,0.06542015075683594
1,0.06039285659790039
1,0.06604909896850586
1,0.06702995300292969
1,0.06741595268249512
1,0.0697481632232666
1,0.07462310791015625
1,0.06724023818969727
1,0.06884598731994629
1,0.0692741870880127
1,0.06592392921447754
1,0.06356191635131836
1,0.0671851634979248
1,0.0651392936706543
1,0.06332111358642578
1,0.07612323760986328
1,0.06286311149597168
1,0.06946611404418945
1,0.06251907348632812
1,0.061697959899902344
1,0.07203030586242676
2,0.0642859935760498
2,0.068572998046875
2,0.08619403839111328
2,0.0700218677520752
2,0.06831073760986328
2,0.07271504402160645
2,0.06412506103515625
2,0.06518220901489258
2,0.06477999687194824
2,0.061363935470581055
2,0.07411599159240723
2,0.07219505310058594
2,0.07675313949584961
2,0.0684971809387207
2,0.06875801086425781
2,0.06638503074645996
2,0.06479191780090332
2,0.06714487075805664
2,0.06525707244873047
2,0.06569695472717285
2,0.06662297248840332
2,0.07102108001708984
2,0.06284308433532715
2,0.06435418128967285
2,0.059941768646240234
2,0.06846094131469727
2,0.06478595733642578
2,0.07339000701904297
2,0.06984901428222656
2,0.06380295753479004
2,0.07720780372619629
2,0.06908011436462402
2,0.06866812705993652
2,0.06340813636779785
2,0.06520199775695801
2,0.06397104263305664
2,0.06104612350463867
2,0.06424093246459961
2,0.06924796104431152
2,0.06905698776245117
2,0.07527709007263184
2,0.06418514251708984
2,0.0660088062286377
2,0.12061095237731934
2,0.08081388473510742
2,0.06457328796386719
2,0.06068301200866699
2,0.0743401050567627
2,0.0668630599975586
2,0.06487083435058594
2,0.06650304794311523
2,0.07480621337890625
2,0.07218217849731445
2,0.06456613540649414
2,0.06427383422851562
2,0.07527995109558105
2,0.06938505172729492
2,0.06601977348327637
2,0.06816577911376953
2,0.06567096710205078
2,0.06368398666381836
2,0.06414580345153809
2,0.07481718063354492
2,0.06374406814575195
2,0.1058969497680664
2,0.0657200813293457
2,0.06012606620788574
2,0.0876312255859375
2,0.06437087059020996
2,0.059291839599609375
2,0.06012916564941406
2,0.06942892074584961
2,0.05981111526489258
2,0.0647282600402832
2,0.06267786026000977
2,0.06495308876037598
2,0.06701302528381348
2,0.06832408905029297
2,0.06268882751464844
2,0.0685572624206543
2,0.07039499282836914
2,0.06625699996948242
2,0.0743710994720459
2,0.06854796409606934
2,0.06285405158996582
2,0.05986618995666504
2,0.060014963150024414
2,0.06332588195800781
2,0.06886720657348633
2,0.06760311126708984
2,0.06571602821350098
2,0.0675499439239502
2,0.06821990013122559
2,0.07342982292175293
2,0.1036381721496582
2,0.06641578674316406
2,0.06735014915466309
2,0.06470108032226562
2,0.06344819068908691
2,0.06279563903808594
3,0.06806802749633789
3,0.07710099220275879
3,0.07405495643615723
3,0.06422805786132812
3,0.0768289566040039
3,0.06818819046020508
3,0.06318092346191406
3,0.062072038650512695
3,0.06771302223205566
3,0.06416893005371094
3,0.07485008239746094
3,0.0653679370880127
3,0.0642859935760498
3,0.06012392044067383
3,0.06324386596679688
3,0.06604790687561035
3,0.06842398643493652
3,0.07206892967224121
3,0.06437182426452637
3,0.0702521800994873
3,0.06774783134460449
3,0.0720970630645752
3,0.07213807106018066
3,0.06335306167602539
3,0.07006525993347168
3,0.07412981986999512
3,0.07388067245483398
3,0.07746386528015137
3,0.0695352554321289
3,0.07103896141052246
3,0.0702970027923584
3,0.06384491920471191
3,0.0852959156036377
3,0.061514854431152344
3,0.0653681755065918
3,0.06810188293457031
3,0.06946897506713867
3,0.06119704246520996
3,0.06556582450866699
3,0.06875801086425781
3,0.08024382591247559
3,0.11226391792297363
3,0.06743407249450684
3,0.0701291561126709
3,0.06642723083496094
3,0.06943726539611816
3,0.06681323051452637
3,0.06910085678100586
3,0.06170511245727539
3,0.06790614128112793
3,0.07280898094177246
3,0.07197165489196777
3,0.06765079498291016
3,0.06709694862365723
3,0.0714421272277832
3,0.07132291793823242
3,0.06651902198791504
3,0.06373214721679688
3,0.06222391128540039
3,0.06049394607543945
3,0.06415486335754395
3,0.0684971809387207
3,0.0639951229095459
3,0.06346416473388672
3,0.07106494903564453
3,0.06992721557617188
3,0.06408190727233887
3,0.06853389739990234
3,0.0635230541229248
3,0.07496500015258789
3,0.060848236083984375
3,0.06357908248901367
3,0.0626668930053711
3,0.06125593185424805
3,0.0664677619934082
3,0.0664680004119873
3,0.06044507026672363
3,0.06781601905822754
3,0.06853199005126953
3,0.06808018684387207
3,0.062242984771728516
3,0.06171584129333496
3,0.06060910224914551
3,0.06602287292480469
3,0.06866002082824707
3,0.07424283027648926
3,0.0675358772277832
3,0.06244707107543945
3,0.06060600280761719
3,0.0653221607208252
3,0.0646510124206543
3,0.062239885330200195
3,0.0667116641998291
3,0.06811189651489258
3,0.0628209114074707
3,0.06701493263244629
3,0.06460905075073242
3,0.07457304000854492
3,0.08502578735351562
3,0.06504273414611816
4,0.07106471061706543
4,0.0634620189666748
4,0.05990409851074219
4,0.06401729583740234
4,0.07140970230102539
4,0.06148886680603027
4,0.0662238597869873
4,0.07276701927185059
4,0.06100106239318848
4,0.07448172569274902
4,0.06407809257507324
4,0.062487125396728516
4,0.06393599510192871
4,0.07246613502502441
4,0.06358003616333008
4,0.10128903388977051
4,0.061966896057128906
4,0.06517505645751953
4,0.06973910331726074
4,0.062016963958740234
4,0.07173562049865723
4,0.07032513618469238
4,0.06826305389404297
4,0.06728005409240723
4,0.06211590766906738
4,0.06794095039367676
4,0.060013771057128906
4,0.06391692161560059
4,0.07944583892822266
4,0.07204413414001465
4,0.0646660327911377
4,0.0852959156036377
4,0.07027506828308105
4,0.1766519546508789
4,0.062003135681152344
4,0.06495404243469238
4,0.06606388092041016
4,0.0666189193725586
4,0.0915689468383789
4,0.06662821769714355
4,0.06676506996154785
4,0.06050825119018555
4,0.06415629386901855
4,0.06419110298156738
4,0.07402491569519043
4,0.06343889236450195
4,0.0676579475402832
4,0.06504702568054199
4,0.06700515747070312
4,0.06726288795471191
4,0.07707405090332031
4,0.06609797477722168
4,0.06601285934448242
4,0.06467986106872559
4,0.05859708786010742
4,0.06519508361816406
4,0.06500387191772461
4,0.07504582405090332
4,0.06512832641601562
4,0.06700515747070312
4,0.06030726432800293
4,0.06067991256713867
4,0.06897401809692383
4,0.060086965560913086
4,0.07225704193115234
4,0.07173919677734375
4,0.0642852783203125
4,0.0671381950378418
4,0.06758689880371094
4,0.06441307067871094
4,0.06881403923034668
4,0.0609440803527832
4,0.06759285926818848
4,0.06653308868408203
4,0.06863212585449219
4,0.06950712203979492
4,0.07178497314453125
4,0.08088183403015137
4,0.0648341178894043
4,0.10071492195129395
4,0.059960126876831055
4,0.06294608116149902
4,0.07097220420837402
4,0.07074999809265137
4,0.0779578685760498
4,0.06397175788879395
4,0.06743097305297852
4,0.06259512901306152
4,0.06634759902954102
4,0.061251163482666016
4,0.07613897323608398
4,0.05936098098754883
4,0.060853004455566406
4,0.07045412063598633
4,0.06255316734313965
4,0.06290197372436523
4,0.06748199462890625
4,0.06815791130065918
4,0.06873393058776855
4,0.0657041072845459
